,Question,Answer,Source
12,['What are the first aid measures in case of ingestion?'],"['Abdominal pain, stomach upset, nausea, vomiting and diarrhea. May cause additional health effects such as Central Nervous System (CNS) Depression: Signs/symptoms may include headache, dizziness, drowsiness, incoordination, nausea, slowed reaction time, slurred speech, giddiness, and unconsciousness.']","['4.1. Description of first aid measures, 5.3. Special protective actions for fire-fighters, Information on toxicological effects, Additional Health Effects']"
13,['What are the suitable extinguishing media for a fire involving the product?'],['Water in an inert environment; Powdered extinguishing agent such as calcium magnesium ammonium phosphate; Foam'],['6.2 Environmental precautions and 7.1 Precautions for safe handling']
14,['What are the special hazards arising from the substance during a fire?'],['Closed containers exposed to heat from fire may build pressure and explode. Hazardous Decomposition or By-Products Substance Condition'],"['5.2. Special hazards arising from the substance or mixture, 6.1. Accidental release measures']"
15,['Are there any special fire handling procedures required for the product?'],"['Yes, Use a fire fighting agent suitable for the surrounding fire. Special hazards arising from the substance or mixture include Closed containers exposed to heat from fire may build pressure and explode.']","['5.1. Suitable extinguishing media, 5.2. Special hazards arising from the substance or mixture']"
16,"['How should accidental releases, spill, or leak of the product be handled?']","['If possible, seal leaking container. Place leaking containers in a well-ventilated area, preferably an operating exhaust hood, or if necessary outdoors on an impermeable surface until appropriate packaging for the leaking container or its contents is available.']",['6.3. Methods and material for containment and cleaning up']
17,['What precautions should be taken for safe handling and storage of the product?'],"['Do not use in a confined area with minimal air exchange. Keep out of reach of children. Keep away from heat/sparks/open flames/hot surfaces. - No smoking. Do not spray on an open flame or other ignition source. Do not pierce or burn, even after use. Do not breathe dust/fume/gas/mist/vapors/spray. Do not get in eyes, on skin, or on clothing. Do not eat, drink or smoke when using this product. Wash thoroughly after handling. Avoid release to the environment. Avoid contact with oxidizing agents (eg. chlorine, chromic acid etc). Store in a well-ventilated place. Keep container tightly closed. Protect from sunlight. Do not expose to temperatures exceeding 50C/122F.']",['Section 7: Handling and storage']
18,['What are the exposure controls and personal protection measures recommended for the product?'],"['Engineering controls, including general dilution ventilation and/or local exhaust ventilation to control airborne exposures; Personal protective equipment (PPE), including eye/face protection and skin/hand protection such as gloves and/or protective clothing approved to relevant local standards; Respiratory protection if a respirator is needed based on the results of an exposure assessment']","['8.2. Exposure controls, 8.2.1. Engineering controls, 8.2.2. Personal protective equipment (PPE)']"
19,['What are the physical and chemical properties of the product?'],"['General Physical Form: Gas Specific Physical Form: Aerosol Odor, Color, Grade: Clear sweet fruity odor Odor threshold No Data Available pH No Data Available Melting point Not Applicable Boiling Point Not Applicable Flash Point -42.00 ºF [Test Method: Tagliabue Closed Cup] Evaporation rate 1.9 [Ref Std: ETHER=1] Flammability (solid, gas) Flammable Aerosol: Category 1. Flammable Limits(LEL) No Data Available Flammable Limits(UEL) No Data Available Vapor Pressure No Data Available Vapor Density 2.97 [Ref Std: AIR=1] Density 0.726 g/ml Specific Gravity 0.726 [Ref Std: WATER=1] Solubility in Water Nil Solubility- non-water No Data Available Partition coefficient: n-octanol/ water No Data Available Autoignition temperature No Data Available Decomposition temperature Not Applicable Viscosity Not Applicable Average particle size No Data Available Bulk density No Data Available Hazardous Air Pollutants 0 % weight [Test Method: Calculated] Molecular weight No Data Available Volatile Organic Compounds <=55 % [ Test Method: calculated per CARB title 2] Percent volatile <=75 % weight Softening point No Data Available VOC Less H2O & Exempt Solvents 398 g/l [Test Method: calculated SCAQMD rule 443.1]']","['SECTION 9: Physical and chemical properties, SECTION 11: Toxicological information']"
20,['Is the product stable or reactive? Are there any hazardous reactions to be aware of?'],['The product is chemically stable. Hazardous polymerization will not occur.'],"['10.2 Chemical stability, 10.3 Possibility of hazardous reactions']"
21,['What are the possible hazardous decomposition products of the product?'],['refer to section 5.2 for hazardous decomposition products during combustion'],['SECTION 11: Toxicological information']
22,['What is the toxicological information available for the product?'],"['Toxicological Data If a component is disclosed in section 3 but does not appear in a table below, either no data are available for that endpoint or the data are not sufficient for classification. Acute Toxicity Name Route Species Value Overall product Dermal No data available; calculated ATE > 5,000 mg/kg Overall product Inhalation-Vapor(4 hr) No data available; calculated ATE 20 - 50 mg/l Overall product Ingestion No data available; calculated ATE > 5,000 mg/kg']",['Toxicological Data']
23,['What are the safety precautions and handling instructions for using the product?'],"['Do not use in a confined area with minimal air exchange. Keep out of reach of children. Keep away from heat/sparks/open flames/hot surfaces. - No smoking. Do not spray on an open flame or other ignition source. Do not pierce or burn, even after use. Do not breathe dust/fume/gas/mist/vapors/spray. Do not get in eyes, on skin, or on clothing. Do not eat, drink or smoke when using this product. Wash thoroughly after handling. Avoid release to the environment. Avoid contact with oxidizing agents (eg. chlorine, chromic acid etc.). Store in a well-ventilated place. Keep container tightly closed. Protect from sunlight. Do not expose to temperatures exceeding 50C/122F.']",['Section 7.1: Precautions for safe handling']
24,['What are the potential hazards associated with the product?'],['Extremely flammable aerosol. Contains gas under pressure; may explode if heated. Causes eye irritation. May cause respiratory irritation. May cause drowsiness or dizziness. May displace oxygen and cause rapid suffocation.'],"[['2.1. Hazard classification', '2.2. Label elements']]"
25,['What are the specific health effects or risks associated with exposure to the product?'],"['Mild Skin Irritation: Signs/symptoms may include localized redness, swelling, itching, and dryness. Eye Contact: Moderate Eye Irritation: Signs/symptoms may include redness, swelling, pain, tearing, and blurred or hazy vision. Simple Asphyxiation: Signs/symptoms may include increased heart rate, rapid respirations, drowsiness, headache, incoordination, altered judgement, nausea, vomiting, lethargy, seizures, coma, and may be fatal. Central Nervous System (CNS) Depression: Signs/symptoms may include headache, dizziness, drowsiness, incoordination, nausea, slowed reaction time, slurred speech, giddiness, and unconsciousness.']","[['10.1 Information on Physical and Chemical Properties', '10.2 Chemical stability', '11.1 Information on Toxicological effects']]"
26,['What are the emergency procedures in case of inhalation of the product?'],['Remove person to fresh air and keep comfortable for breathing. IF INHALED: Remove person to fresh air and keep comfortable for breathing.'],"['6.3. Methods and material for containment and cleaning up, Response:']"
27,['What are the emergency procedures in case of skin contact with the product?'],"['Wash with soap and water. If signs/symptoms develop, get medical attention.']",['SECTION 4: First aid measures 4.1. Description of first aid measures']
28,['What are the emergency procedures in case of eye contact with the product?'],"['IF IN EYES: Rinse cautiously with water for several minutes. Remove contact lenses, if present and easy to do. Continue rinsing. If eye irritation persists: Get medical advice/attention.']",['4.1. Description of first aid measures']
29,['What are the emergency procedures in case of ingestion of the product?'],"['Rinse mouth. If you feel unwell, get medical attention.']",['Section 4: First aid measures 4.1. Description of first aid measures']
30,['What is the waste disposal method for the product?'],['Dispose of contents/container in accordance with local/regional/national/international regulations. Incinerate uncured product in a permitted waste incineration facility. Dispose of completely cured (or polymerized) material in a permitted industrial waste facility.'],['SECTION 13: Disposal considerations']
31,['Are there any specific storage requirements or conditions for safely storing the product?'],['Store in a well-ventilated place. Keep container tightly closed. Protect from sunlight. Do not expose to temperatures exceeding 50C/122F.'],['Section 7.2: Conditions for safe storage including any incompatibilities']
32,['What is the shelf life of the product?'],['Not Applicable'],['SECTION 9: Physical and chemical properties 9.1. Information on basic physical and chemical properties']
33,['What are the composition and ingredients of the product?'],['41% of the mixture consists of ingredients of unknown acute oral toxicity. 53% of the mixture consists of ingredients of unknown acute dermal toxicity. 56% of the mixture consists of ingredients of unknown acute inhalation toxicity.\nSection 3: Composition/information on ingredients'],['Section 3: Composition/information on ingredients']
34,['Are there any known hazardous reactions or incompatibilities with other substances or materials?'],"['Hazardous polymerization will not occur; Heat, Strong oxidizing agents, Strong acids are to be avoided; Hazardous decomposition products may occur during combustion']","['10.3, 10.4, N/A']"
35,['What is the odor of the product?'],['Clear sweet fruity odor'],['SECTION 9: Physical and chemical properties']
36,['What is the boiling point of the product?'],['I dont know'],['N/A']
37,['Is the product flammable?'],['Extremely flammable aerosol'],['5.2 Special hazards arising from the substance or mixture']
38,['What is the solubility of the product?'],['Solubility in Water: Nil; Solubility- non-water'],['7.1.2']
39,"['Is the product stable under certain conditions, and are there any potential decomposition products?']","['Stable under certain conditions, with hazardous decomposition products during combustion.']","['SECTION 10.2. Chemical stability, SECTION 11: Toxicological information, and SECTION 5.2 for hazardous decomposition products during combustion.']"
40,"['What are the recommended engineering controls, personal protective equipment (PPE), and respiratory protection for handling the product?']","['General dilution ventilation and/or local exhaust ventilation to control airborne exposures, Eye/face protection - Indirect Vented Goggles, Skin/hand protection - Gloves made from Nitrile Rubber, Respiratory protection - Half facepiece or full facepiece supplied-air respirator']","['8.2.1 Engineering controls, 8.2.2 Personal protective equipment (PPE)']"
41,['Are there any specific environmental precautions or considerations for the disposal of the product or its containers?'],['Avoid release to the environment. Dispose of contents/ container in accordance with the local/regional/national/international regulations.'],['SECTION 6: Accidental release measures 6.2. Environmental precautions Avoid release to the environment.']
42,['Can the specific chemical identity or exact percentage of the composition be disclosed for the product?'],['The specific chemical identity and/or exact percentage (concentration) of this composition has been withheld as a trade secret.'],['SECTION 3: Composition/information on ingredients']
