,Question,Answer,Source
22,['What is the toxicological information available for the product?'],"['Acute toxicity: Based on available data, the classification criteria are not met. · LD/LC50 values that are relevant for classification : 25322-68-3polyethylene glycol Oral LD 50>15000 mg/kg (rat) DermalLD 50>20000 mg/kg (rabbit) >2000 mg/kg (rat) · Primary irritant effect: · on the skin: Based on available data, the classification criteria are not met. · on the eye: Based on available data, the classification criteria are not met. · Sensitization: Based on available data, the classification criteria are not met. · Additional toxicological information: · Carcinogenic categories · NTP (National Toxicology Program) Substance is not listed. · OSHA-Ca (Occupational Safety & Health Administration) Substance is not listed.']",['11.1. Information on toxicological effects']
23,['What are the safety precautions and handling instructions for using the product?'],['No special measures required. The usual precautionary measures for handling chemicals should be followed. Protective gloves are needed to protect hands.'],"['Handling and storage, Exposure controls/personal protection']"
24,['What are the potential hazards associated with the product?'],"['The product does not contain any organic halogen compounds (AOX), nitrates, heavy metal compounds or formaldehydes.']",['2.3. Other hazards']
25,['What are the specific health effects or risks associated with exposure to the product?'],['No special measures required. After inhalation: Supply fresh air; consult doctor in case of complaints. After skin contact: Generally the product does not irritate the skin. After eye contact: Rinse opened eye for several minutes under running water. After swallowing: Rinse out mouth with plenty of water. Rinse out mouth and then drink plenty of water. Seek medical treatment.'],['4.1. Description of first aid measures']
26,['What are the emergency procedures in case of inhalation of the product?'],['Supply fresh air; consult doctor in case of complaints.'],['4.1. Description of first aid measures']
27,['What are the emergency procedures in case of skin contact with the product?'],"['Generally the product does not irritate the skin. If it does irritate the skin, rinse with plenty of water.']",['4.1. Description of first aid measures']
28,['What are the emergency procedures in case of eye contact with the product?'],['Rinse opened eye for several minutes under running water.'],"['4.1. First-aid measures, After eye contact: ']"
29,['What are the emergency procedures in case of ingestion of the product?'],['Rinse out mouth with plenty of water. Rinse out mouth and then drink plenty of water. Seek medical treatment.'],['First-aid measures']
30,['What is the waste disposal method for the product?'],['Can be burned with household garbage after consulting with the waste disposal facility operator and the pertinent authorities and adhering to the necessary technical regulations. Non contaminated packagings can be used for recycling. Empty contaminated packagings thoroughly. Disposal must be made according to official regulations.'],"['Disposal considerations, Uncleaned packagings']"
31,['Are there any specific storage requirements or conditions for safely storing the product?'],['Keep container tightly closed. Observe the national regulations.'],"['7.2. Conditions for safe storage, including any incompatibilities and 5.1. Storage requirements']"
32,['What is the shelf life of the product?'],['Stable when stored and used properly.'],['Chemical stability · 10.2.']
33,['What are the composition and ingredients of the product?'],['25322-68-3polyethylene glycol >99%'],['Composition/information on ingredients']
34,['Are there any known hazardous reactions or incompatibilities with other substances or materials?'],['No decomposition if used according to specifications. Particular danger of slipping on leaked/spilled product.'],"['10.1. Reactivity see item 10.3, 6.1. Personal precautions, protective equipment and emergency procedures']"
35,['What is the odor of the product?'],['Not determined'],['9.1. Physical hazards']
36,['What is the boiling point of the product?'],['Boiling point/Boiling range: 229 °C (444 °F)'],"['· Change in condition Melting point/Melting range, · Boiling point/Boiling range, · Setting temperature / range:']"
37,['Is the product flammable?'],['Not applicable.'],"['Flammability (solid, gaseous)']"
38,['What is the solubility of the product?'],['Not miscible or difficult to mix.'],['Solubility in / Miscibility with Water']
39,"['Is the product stable under certain conditions, and are there any potential decomposition products?']","['Yes, it is stable when stored and used properly. No decomposition products are known.']",['Stability and reactivity · 10.2. Chemical stability Stable when stored and used properly. · Thermal decomposition / conditions to be avoided: No decomposition if used according to specifications. · 10.3. Possibility of hazardous reactions No dangerous reactions known.']
40,"['What are the recommended engineering controls, personal protective equipment (PPE), and respiratory protection for handling the product?']",['The usual precautionary measures for handling chemicals should be followed. Protective gloves are recommended. Goggles are recommended during refilling.'],"['Exposure controls/personal protection, Personal protective equipment']"
41,['Are there any specific environmental precautions or considerations for the disposal of the product or its containers?'],"['Do not allow undiluted product or large quantities of it to reach ground water, water course or sewage system.']",['Additional ecological information']
42,['Can the specific chemical identity or exact percentage of the composition be disclosed for the product?'],['No'],['9.2. Other information']
