,Question,Answer,Source
16,"['How should accidental releases, spill, or leak of the product be handled?']",['Contain and recover liquid when possible. Collect liquid in appropriate container or absorb with an inert material (such as vermiculite or dry sand) and place in chemical waste container. Do not use combustible materials such as sawdust for the cleanup. Containment: Shut off source of leak if safe to do so. Dike far ahead of liquid spill for later disposal. Do not allow material to enter sewers or waterways.'],"['EMERGENCY PROCEDURES : SMALL SPILLS, LARGE SPILLS, SECTION 6: ACCIDENTAL RELEASE MEASURES']"
17,['What precautions should be taken for safe handling and storage of the product?'],"['Store in a cool dry, ventilated area.']",['SECTION 7: HANDLING AND STORAGE']
18,['What are the exposure controls and personal protection measures recommended for the product?'],"['Provide general or local exhaust ventilation systems to maintain airborne concentrations below OSHA PELs. Wear protective eyeglasses or chemical safety goggles, wear chemically protective gloves, boots, aprons and gauntlets, make emergency eyewash stations, safety/quick drench showers and washing facilities available in work areas, practice good personal hygiene after using this material especially before eating, drinking or smoking, separate contaminate work clothes from street clothes, launder before reuse, remove this material from your shoes and clean personal protective equipment.']","['SECTION 8: EXPOSURE CONTROLS / PERSONAL PROTECTION ENGINEERING CONTROLS, EYE PROTECTION, SKIN PROTECTION, OTHER PROTECTIVE CLOTHING OR EQUIPMENT, WORK HYGIENIC PRACTICES']"
19,['What are the physical and chemical properties of the product?'],"['Liquid, Yellow to amber, >275°F (>135°C), soluble, 480°F (248.9°C), <0.01, stable at room temperature in closed containers under normal storage and handling conditions.']",['SECTION 9: PHYSICAL A ND CHEMICAL PROPERTIES']
20,['Is the product stable or reactive? Are there any hazardous reactions to be aware of?'],"['stable, none under normal handling.']",['SECTION 10: STABILITY AND REACTIVITY']
21,['What are the possible hazardous decomposition products of the product?'],"['carbon monoxide, carbon dioxide and unknown organic compounds']",['SECTION 10: STABILITY AND REACTIVITY']
22,['What is the toxicological information available for the product?'],"['Symptoms of diethylene glycol poisoning include severe abdominal cramping, diarrhea, vomiting, sweating, confusion, cardiac abnormalities, neurological abnormalities, infrequent urination, intoxication or CNS depression. If left untreated, product will metabolize to cause metabolic acidosis, renal failure, hyperkalemia, hyponatremia, paralysis, cardiac failure or death.']","['SIGNS AND SYMPTOMS OF OVEREXPOSURE, INGESTION']"
23,['What are the safety precautions and handling instructions for using the product?'],"['Use appropriate personal protective equipment. Avoid breathing vapors, mist or gas. Avoid contact with spilled material. Insure adequate ventilation. Remove all sources of ignition. Use non-sparking tools and equipment.']",['SECTION 6: ACCIDENTAL RELEASE MEASURES']
24,['What are the potential hazards associated with the product?'],"['Harmful if swallowed, May be harmful in contact with skin, Causes mild skin irritation, Causes serious eye damage, Suspected of damaging fertility or the unborn child, toxic to kidneys, liver, central nervous system and heart.']","['Hazard Statements, Target Organ Effects']"
25,['What are the specific health effects or risks associated with exposure to the product?'],"['Severe abdominal cramping, diarrhea, vomiting, sweating, confusion, cardiac abnormalities, neurological abnormalities, infrequent urination, intoxication or CNS depression. Metabolic acidosis, renal failure, hyperkalemia, hyponatremia, paralysis, cardiac failure or death. Kidney, liver, central nervous system and heart toxicity.']","['SECTION 11: TOXICOLOGICAL INFORMATION, SECTION 2: HAZARD(S) IDENTIFICATION']"
26,['What are the emergency procedures in case of inhalation of the product?'],"['Remove victim to fresh air. If not breathing, give artificial respiration. If breathing is difficult, give oxygen. Consult a physician.']",['SECTION 9: SPECIAL PROTECTIVE MEASURES/RECOMMENDATIONS']
27,['What are the emergency procedures in case of skin contact with the product?'],"['Wash with plenty of soap and water. If skin irritation occurs, get medical advice / attention.']",['SECTION 8: EXPOSURE CONTROLS / PERSONAL PROTECTION']
28,['What are the emergency procedures in case of eye contact with the product?'],"['Wear protective eyeglasses or chemical safety goggles, per OSHA eye-and face-protection regulations (29 CFR 1910.133). If in eyes: Rinse cautiously with water for several minutes. Remove contact lenses if present and easy to do. Continue rinsing. Immediately call a POISON CENTER or doctor / physician.']","['SECTION 8: EXPOSURE CONTROLS / PERSONAL PROTECTION, P305 + P351 + P338 IF IN EYES:']"
29,['What are the emergency procedures in case of ingestion of the product?'],['DO NOT wait for symptoms to develop before getting treatment. Seek medical attention immediately for poisoning.'],"['ACUTE TOXICITY VALUES, SIGNS AND SYMPTOMS OF OVEREXPOSURE, P330 IF SWALLOWED: Rinse mouth, P312 IF ON SKIN: Call a POISON CENTER or doctor / physician if you feel unwell.']"
30,['What is the waste disposal method for the product?'],"['Whatever cannot be saved for recovery or recycling should be disposed of in an approved waste facility in accordance with Federal, State/Provincial and Local requirements.']",['SECTION 13: DISPOSAL CONSIDERATIONS']
31,['Are there any specific storage requirements or conditions for safely storing the product?'],"['Store in a cool dry, ventilated area.']","['SECTION 7: HANDLING AND STORAGE, SECTION 8: EXPOSURE CONTROLS / PERSONAL PROTECTION']"
32,['What is the shelf life of the product?'],['stable at room temperature in closed containers under normal storage and handling conditions.'],['SECTION 10: STABILITY AND REACTIVITY']
33,['What are the composition and ingredients of the product?'],"['Triethylene Glycol Monomethyl Ether (5-50%), Triethylene Glycol Monoethyl Ether (5-50%), Triethylene Glycol Monobutyl Ether (5-50%), Tetrathylene Glycol Monobutyl Ether (5-20%), Polyethylene Glycol (5-20%), Diethylene Glycol Monobutyl Ether (5-20%), Diethylene Glycol (5-15%), Diethylene Glycol Monomethyl Ether (<5%), Diethylene Glycol Monoethyl Ether (<5%), Polyalkylene Glycol Monobutyl Ethe r (5-20%), Polyalkylene Glycol Monomethyl Ether (5-20%), Polyalkylene Glycols (5-20%), Trade Secret Inhibitor']",['SECTION 3: COMPOSITION / INFORMATION ON INGREDIENTS']
34,['Are there any known hazardous reactions or incompatibilities with other substances or materials?'],['none known'],"['SECTION 10: STABILITY AND REACTIVITY, SECTION 3: COMPOSITION / INFORMATION ON INGREDIENTS']"
35,['What is the odor of the product?'],['Mild'],['SECTION 9: PHYSICAL AND CHEMICAL PROPERTIES']
36,['What is the boiling point of the product?'],['480°F (248.9°C)'],['INITIAL BOILING POINT AND BOILING RANGE']
37,['Is the product flammable?'],['Yes'],['SECTION 5: FIRE-FIGHTING MEASURES']
38,['What is the solubility of the product?'],['soluble'],['SECTION 9: PHYSICAL AND CHEMICAL PROPERTIES']
39,"['Is the product stable under certain conditions, and are there any potential decomposition products?']","['Yes, it is stable at room temperature in closed containers under normal storage and handling conditions.']",['STABILITY AND REACTIVITY']
40,"['What are the recommended engineering controls, personal protective equipment (PPE), and respiratory protection for handling the product?']","['Provide general or local exhaust ventilation systems to maintain airborne concentrations below OSHA PELs. Wear chemically protective gloves, boots, aprons and gauntlets to prevent prolonged or repeated skin contact. Wear a MSHA/NIOSH approved respirator. For emergency or non-routine operations, wear an SCBA. Wear protective eyeglasses or chemical safety goggles.']","['SECTION 8: EXPOSURE CONTROLS / PERSONAL PROTECTION ENGINEERING CONTROLS, SKIN PROTECTION, RESPIRATORY PROTECTION, EYE PROTECTION']"
41,['Are there any specific environmental precautions or considerations for the disposal of the product or its containers?'],"['Whatever cannot be saved for recovery or recycling should be disposed of in an approved waste facility in accordance with Federal, State/Provincial and Local requirements. Do not allow material to enter sewages systems.']",['SECTION 13: DISPOSAL CONSIDERATIONS']
42,['Can the specific chemical identity or exact percentage of the composition be disclosed for the product?'],"['Yes, but only partially disclosed for certain components.']","['SECTION 3: COMPOSITION / INFORMATION ON INGREDIENTS, SECTION 4: FIRST AID MEASURE']"
