,Question,Answer,Source
15,['Are there any special fire handling procedures required for the product?'],['NO SPECIAL FIRE FIGHTING PROCEDURES REQUIRED'],['Section 5: Fire -Fighting Measures']
16,"['How should accidental releases, spill, or leak of the product be handled?']","['Clean up in accordance with all applicable regulations. Absorb spillage with non-combustible, absorbent material.']",['Section 6: Accidental Release Measures']
17,['What precautions should be taken for safe handling and storage of the product?'],"['Keep away from heat, hot surfaces, sparks, open flames and other ignition sources. No smoking. Keep container tightly closed. Keep cool. Ground and bond container and receiving equipment. Use explosion -proof equipment. Use non -sparking tools. Take action t o prevent static discharges. Wear protective glove/protective clothing/eye protection /face protection.']","['PRECAUTION TO BE TAKEN DURING HANDLING AND STORAGE, Response']"
18,['What are the exposure controls and personal protection measures recommended for the product?'],['Personal respiratory protection should be employed when exposure cannot be adequately controlled in this way.'],"['Section 7: Handling and Storage, Section 8: Exposure Controls/Personal Protection']"
19,['What are the physical and chemical properties of the product?'],"['BOILING POINT: N/A, MELTING POINT: N/A, VAPOR PRESSURE: N/A, SPECIFIC VAPOR DENSITY (AIR = 1): N/A, SPECIFIC GRAVITY: N/A, SOLUBILITY IN WATER: N/A']",['Section 9: Physical and Chemical Properties']
20,['Is the product stable or reactive? Are there any hazardous reactions to be aware of?'],['STABLE'],['Section 10: Stability and Reactivity']
21,['What are the possible hazardous decomposition products of the product?'],['None'],['Section 10: Stability and Reactivity']
22,['What is the toxicological information available for the product?'],"['Human carcinogen by NTP, IARC or OSHA, No harmful effects known other than those associated with suspended inert solids in water.']","['Section 3: Toxicological Information, Section 1 2: Ecological Information']"
23,['What are the safety precautions and handling instructions for using the product?'],"['Keep away from heat, hot surfaces, sparks, open flames and other ignition sources. No smoking. Keep container tightly closed. Keep cool. Ground and bond container and receiving equipment. Use explosion-proof equipment. Wear protective glove/protective clothing/eye protection /face protection. Store in well-ventilated place.']","['Section 7: Handling and Storage, Symbol(s) Signal Word (s), Hazard Statement(s), Precaution Statement(s)']"
24,['What are the potential hazards associated with the product?'],"['Serious Eye Damage, Flammable Liquid, Highly flammable liquid vapor']",['Section 2: Hazard(s) Identification']
25,['What are the specific health effects or risks associated with exposure to the product?'],"['Serious Eye Damage, Flammable Liquid vapor, Acute or chronic health problems, None Expected']","['Section 2: Hazard(s) Identification, Section 4: First Aid Measures, Section 11: Toxicological Information, Section 3: Composition/Information on Ingredients']"
26,['What are the emergency procedures in case of inhalation of the product?'],"['Rinse skin with water [or shower]. Take off immediately all contaminated clothing. IF IN EYES. Rinse cautiously with water for several minutes. Remove contact lenses, if present and easy to do. Continue rinsing']",['Section 6: Accidental Release Measures']
27,['What are the emergency procedures in case of skin contact with the product?'],"['Rinse skin with water [or shower]. Take off immediately all contaminated clothing. IF IN EYES. Rinse cautiously with water for several minutes. Remove contact lenses, if present and easy to do. Continue rinsing']",['Section 6: Accidental Release Measures']
28,['What are the emergency procedures in case of eye contact with the product?'],"['Rinse skin with water [or shower]. Take off immediately all contaminated clothing. IF IN EYES. Rinse cautiously with water for several minutes. Remove contact lenses, if present and easy to do. Continue rinsing']","['Response, Section 3: Composition/Information on Ingredients']"
29,['What are the emergency procedures in case of ingestion of the product?'],"['Rinse skin with water [or shower]. Take off immediately all contaminated clothing. IF IN EYES. Rinse cautiously with water for several minutes. Remove contact lenses, if present and easy to do. Continue rinsing']","['Response, Section 3: Composition/Information on Ingredients']"
30,['What is the waste disposal method for the product?'],"['Dispose of in accordance with federal, state and local regulations, Dispose of in a manner that is consistent with Federal, State, and local regulations for hazardous waste disposal.']","['Section 1.3: Disposal Considerations, Section 6: Accidental Release Measures']"
31,['Are there any specific storage requirements or conditions for safely storing the product?'],['Store in well -ventilated place. Ground and bond container and receiving equipment. Use explosion-proof equipment.'],"['Section 1: Identification, Section 7: Handling and Storage']"
32,['What is the shelf life of the product?'],['Stable'],['Section 10: Stability and Reactivity']
33,['What are the composition and ingredients of the product?'],['N-Propanol'],['Section 3: Composition/Information on Ingredients']
34,['Are there any known hazardous reactions or incompatibilities with other substances or materials?'],"['None, None']","['Section 10: Stability and Reactivity, Section 11: Toxicological Information']"
35,['What is the odor of the product?'],['I dont know'],['N/A']
36,['What is the boiling point of the product?'],['N/A'],['Section 9: Physical and Chemical Properties']
37,['Is the product flammable?'],['Not combustible'],['Section 5: Fire -Fighting Measures']
38,['What is the solubility of the product?'],['N/A'],['Section 9: Physical and Chemical Properties']
39,"['Is the product stable under certain conditions, and are there any potential decomposition products?']","['Yes, stable under none of conditions to avoid.']",['Section 10: Stability and Reactivity']
40,"['What are the recommended engineering controls, personal protective equipment (PPE), and respiratory protection for handling the product?']","['Good industrial hygiene practices, personal respiratory protection, non-sparking tools, protective glove/protective clothing/eye protection /face protection.']","['Section 7: Handling and Storage, Section 3: Composition/Information on Ingredients, Section 8: Exposure Controls/Personal Protection']"
41,['Are there any specific environmental precautions or considerations for the disposal of the product or its containers?'],"['Dispose of in accordance with federal, state and local regulations, Clean up in accordance with all applicable regulations, Absorb spillage with non-combustible, absorbent material.']","['Section 6: Accidental Release Measures, Section 13: Disposal Considerations']"
42,['Can the specific chemical identity or exact percentage of the composition be disclosed for the product?'],['N-Propanol'],['Section 3: Composition/Information on Ingredients']
