,Question,Answer,Source
19,['What are the physical and chemical properties of the product?'],['Appearance: Amber liquid; Odor: Bland; pH: 7; Melting Point/Freezing Point: 32º F (0º C); Initial Boiling Point and Range: 212º F (100º C) Flash Point: None'],['9. Physical/Chemical Characteristics']
20,['Is the product stable or reactive? Are there any hazardous reactions to be aware of?'],"['This product is stable. However, it reacts with sodium hypochlorite or calcium hypochlorite and can be hazardous when exposed to excessive heat.']","['10. Stability and Reactivity Data, 10. Stability and Reactivity Data, Conditions to Avoid']"
21,['What are the possible hazardous decomposition products of the product?'],['Carbon monoxide and/or carbon dioxide.'],['5. Fire Fighting Measures']
22,['What is the toxicological information available for the product?'],['LD50: Not established. LC50: Not established. Carcinogenicity: IRAC: None National Toxicology Program: None OSHA: None California Prop 65: No listed ingredient Reproduction Toxicity: Not available Teratogenicity: Not available Mutagenicity: Not available'],['11. Toxicological Data']
23,['What are the safety precautions and handling instructions for using the product?'],"['Avoid contact with skin and eyes. Do not swallow. Wash hands thoroughly after handling. Store in a cool, dry area. Prevent product from freezing. Keep out of reach of children.']",['Handling Precautions and Storage Precautions']
24,['What are the potential hazards associated with the product?'],"['H303+H313 +H333 H320 Maybe harmful if swallowed, in contact with skin or if inhaled. Causes eye irritation.']",['Hazards Identification']
25,['What are the specific health effects or risks associated with exposure to the product?'],"['H303+H313 +H333 H320 - Maybe harmful if swallowed, in contact with skin or if inhaled. Causes eye irritation.']",['Hazards Identification']
26,['What are the emergency procedures in case of inhalation of the product?'],"['Not normally required. Move to fresh air. If symptoms persist, get medical attention.']",['Inhalation']
27,['What are the emergency procedures in case of skin contact with the product?'],"['Wash with plenty of soap and water. If irritation persists, contact a physician.']",['4. First Aid Measures']
28,['What are the emergency procedures in case of eye contact with the product?'],"['Flush eyes for fifteen minutes with water. If irritation persists, contact a physician.']",['4. First Aid Measures']
29,['What are the emergency procedures in case of ingestion of the product?'],['Contact a physician if ingested.'],['Ingestion']
30,['What is the waste disposal method for the product?'],"['Observe all federal, state and local regulations. Refer to absorbed liquid(s) MSDS(s).']","['13. Disposal Considerations, 6. Accidental Release Measures']"
31,['Are there any specific storage requirements or conditions for safely storing the product?'],"['Store in cool, dry area. Prevent product from freezing. Keep out of reach of children.']",['7. Handling and Storage']
32,['What is the shelf life of the product?'],"['3 years as long as the product is kept in a clean, dry environment away from direct sunlight and/or excessive heat.']",['7. Handling and Storage']
33,['What are the composition and ingredients of the product?'],"['Aqua (70-90%), Microbes (1-5%), Enzymes (1-5%), Cleaning Aid (10-20%), Nutrients (1-5%)']",['3. Composition/Information on Ingredients']
34,['Are there any known hazardous reactions or incompatibilities with other substances or materials?'],['Reacts with sodium hypochlorite or calcium hypochlorite. Incompatible Materials: Strong oxidants.'],['Stability and Reactivity Data']
35,['What is the odor of the product?'],['Bland'],['9. Physical/Chemical Characteristics']
36,['What is the boiling point of the product?'],['Initial Boiling Point and Range: 212º F (100º C)'],['9. Physical/Chemical Characteristics']
37,['Is the product flammable?'],['Non-flammable.'],"['9. Physical/Chemical Characteristics, Conditions of Flammability']"
38,['What is the solubility of the product?'],['Soluble'],['9. Physical/Chemical Characteristics']
39,"['Is the product stable under certain conditions, and are there any potential decomposition products?']",['This is a stable material. Will not occur.'],"['Stability and Reactivity Data, Hazardous Polymerization']"
40,"['What are the recommended engineering controls, personal protective equipment (PPE), and respiratory protection for handling the product?']",['Use adequate ventilation to keep airborne concentrations low. PERSONAL PROTECTION Eyes : Safety goggles or glass with side shields Respirator : NIOSH/MSHA approved respirator when ventilation is inadequate. Gloves : Impervious gloves.'],['8. Exposure Controls/Personal Protection Engineering Controls']
41,['Are there any specific environmental precautions or considerations for the disposal of the product or its containers?'],"['Observe all federal, state and local regulations. Do not reuse empty containers for food, clothing or products for human or animal consumption, or where skin contact can occur.']",['Section 13. Disposal Considerations']
42,['Can the specific chemical identity or exact percentage of the composition be disclosed for the product?'],"[""The exact percentage of the composition for Microbes, Enzymes, Cleaning Aid, and Nutrients cannot be disclosed as they are identified as 'Proprietary'.""]",['Section 3. Composition/Information on Ingredients']
